Entity,Code,Day,Monthly CO₂ emissions from domestic aviation,Monthly CO₂ emissions from international aviation
Costa Rica,CRI,2021-03-15,83183.9,43655.1
Costa Rica,CRI,2021-04-15,80906.7,41932.5
Costa Rica,CRI,2021-05-15,89414.4,43359.8
Costa Rica,CRI,2021-06-15,67218,45311.4
Costa Rica,CRI,2021-07-15,75519.6,55074.8
Costa Rica,CRI,2021-08-15,75057,53789.4
Costa Rica,CRI,2021-09-15,55789.5,42014.6
Costa Rica,CRI,2021-10-15,55662.3,42976.6
Costa Rica,CRI,2021-11-15,80452.5,51131.4
Costa Rica,CRI,2021-12-15,112052,74541.2
Costa Rica,CRI,2022-01-15,143511,75518
Costa Rica,CRI,2022-02-15,152129,65292.1
Costa Rica,CRI,2022-03-15,164494,72910.6
Costa Rica,CRI,2022-04-15,116979,68425.8
Costa Rica,CRI,2022-05-15,92113.9,59195
Costa Rica,CRI,2022-06-15,37027.5,39812.1
Costa Rica,CRI,2022-07-15,113707,64913.7
Costa Rica,CRI,2022-08-15,98434.9,59930.9
Costa Rica,CRI,2022-09-15,65908.8,45391.1
Costa Rica,CRI,2022-10-15,58485,46017.1
Costa Rica,CRI,2022-11-15,95993,63468.8
Costa Rica,CRI,2022-12-15,122444,78732.6
Costa Rica,CRI,2023-01-15,173163,82535.8
Costa Rica,CRI,2023-02-15,156065,72081.2
Costa Rica,CRI,2023-03-15,199768,83120.4
Cote d'Ivoire,CIV,2019-01-15,127.858,30189.3
Cote d'Ivoire,CIV,2019-02-15,135.531,26623.1
Cote d'Ivoire,CIV,2019-03-15,74.7124,26286.7
Cote d'Ivoire,CIV,2019-04-15,151.446,28098.4
Cote d'Ivoire,CIV,2019-05-15,112.33,27470.4
Cote d'Ivoire,CIV,2019-06-15,178.918,29188.3
Cote d'Ivoire,CIV,2019-07-15,201.956,32684.5
Cote d'Ivoire,CIV,2019-08-15,185.009,33315.3
Cote d'Ivoire,CIV,2019-09-15,172.928,28669.8
Cote d'Ivoire,CIV,2019-10-15,240.532,28327.6
Cote d'Ivoire,CIV,2019-11-15,167.914,28427.1
Cote d'Ivoire,CIV,2019-12-15,192.504,32504.1
Cote d'Ivoire,CIV,2020-07-15,26.3763,11258
Cote d'Ivoire,CIV,2020-08-15,13.0714,18000.8
Cote d'Ivoire,CIV,2020-09-15,125.367,19400.5
Cote d'Ivoire,CIV,2020-10-15,144.932,20651.1
Cote d'Ivoire,CIV,2020-11-15,135.039,20459.4
Cote d'Ivoire,CIV,2020-12-15,146.223,20644.3
Cote d'Ivoire,CIV,2021-01-15,407.932,20060.6
Cote d'Ivoire,CIV,2021-02-15,382.091,15793
Cote d'Ivoire,CIV,2021-03-15,439.914,16856.9
Cote d'Ivoire,CIV,2021-04-15,335.689,17482.5
Cote d'Ivoire,CIV,2021-05-15,381.58,19863.4
Cote d'Ivoire,CIV,2021-06-15,315.905,23722.9
Cote d'Ivoire,CIV,2021-07-15,324.788,27119.5
Cote d'Ivoire,CIV,2021-08-15,321.742,27783.2
Cote d'Ivoire,CIV,2021-09-15,303.064,27307.6
Cote d'Ivoire,CIV,2021-10-15,210.347,26158.7
Cote d'Ivoire,CIV,2021-11-15,206.176,23932.1
Cote d'Ivoire,CIV,2021-12-15,283.537,26220.1
Cote d'Ivoire,CIV,2022-01-15,300.829,25631.9
Cote d'Ivoire,CIV,2022-02-15,350.324,22294.9
Cote d'Ivoire,CIV,2022-03-15,369.254,24318
Cote d'Ivoire,CIV,2022-04-15,240.387,22809.2
Cote d'Ivoire,CIV,2022-05-15,243.077,26111.1
Cote d'Ivoire,CIV,2022-06-15,202.771,29062.2
Cote d'Ivoire,CIV,2022-07-15,228.023,28181.4
Cote d'Ivoire,CIV,2022-08-15,377.238,26581.6
Cote d'Ivoire,CIV,2022-09-15,284.144,24978.9
Cote d'Ivoire,CIV,2022-10-15,251.972,26289.2
Cote d'Ivoire,CIV,2022-11-15,256.425,23667.5
Cote d'Ivoire,CIV,2022-12-15,336.857,25960.3
Cote d'Ivoire,CIV,2023-01-15,370.263,25954
Cote d'Ivoire,CIV,2023-02-15,297.357,23128.5
Cote d'Ivoire,CIV,2023-03-15,427.634,26391.3
Cote d'Ivoire,CIV,2020-01-15,,30354.9
Cote d'Ivoire,CIV,2020-02-15,,27536.3
Cote d'Ivoire,CIV,2020-03-15,,19078.8
Cote d'Ivoire,CIV,2020-04-15,,2228.98
Cote d'Ivoire,CIV,2020-05-15,,6001.2
Cote d'Ivoire,CIV,2020-06-15,,6249.79
Croatia,HRV,2019-01-15,1988.59,15060
Croatia,HRV,2019-02-15,1833.23,13606.1
Croatia,HRV,2019-03-15,1792.6,15798.5
Croatia,HRV,2019-04-15,2548.37,42451.6
Croatia,HRV,2019-05-15,2717.9,64966.2
Croatia,HRV,2019-06-15,2718.15,89232.8
Croatia,HRV,2019-07-15,2797.63,110083
Croatia,HRV,2019-08-15,2843.03,105505
Croatia,HRV,2019-09-15,2650.06,84348.2
Croatia,HRV,2019-10-15,2513.76,58827.2
Croatia,HRV,2019-11-15,2140.67,17628.1
Croatia,HRV,2019-12-15,2079.64,16838
Croatia,HRV,2020-01-15,1797.74,15003
Croatia,HRV,2020-02-15,1667.57,13867.2
Croatia,HRV,2020-03-15,1215.05,11043.6
Croatia,HRV,2020-04-15,1.88666,1600.96
Croatia,HRV,2020-05-15,391.857,2024.19
Croatia,HRV,2020-06-15,1041.17,7284.92
Croatia,HRV,2020-07-15,1970.77,30645.1
Croatia,HRV,2020-08-15,2234.57,49996.6
Croatia,HRV,2020-09-15,1585.88,26408
Croatia,HRV,2020-10-15,1683.32,11363.7
Croatia,HRV,2020-11-15,1439.49,6039.34
Croatia,HRV,2020-12-15,1341.3,4324.04
Croatia,HRV,2021-01-15,1382.32,4658.88
Croatia,HRV,2021-02-15,1063.08,4088.86
Croatia,HRV,2021-03-15,1254.19,5674.74
Croatia,HRV,2021-04-15,1121.82,8360.81
Croatia,HRV,2021-05-15,1521.1,12510.7
Croatia,HRV,2021-06-15,1812.57,27271
Croatia,HRV,2021-07-15,2901.3,63464.9
Croatia,HRV,2021-08-15,2989.64,78580.9
Croatia,HRV,2021-09-15,2485.41,62910.5
Croatia,HRV,2021-10-15,2431.29,41021.7
Croatia,HRV,2021-11-15,1662.81,13827.7
Croatia,HRV,2021-12-15,1702.73,15613.5
Croatia,HRV,2022-01-15,1660.25,13539.5
Croatia,HRV,2022-02-15,1246.93,12262.7
Croatia,HRV,2022-03-15,1551.32,17778
Croatia,HRV,2022-04-15,2150.34,36221.7
Croatia,HRV,2022-05-15,2571.5,54408.6
Croatia,HRV,2022-06-15,2565.46,68521.2
Croatia,HRV,2022-07-15,2545.46,95643.2
Croatia,HRV,2022-08-15,2680.06,95438.3
Croatia,HRV,2022-09-15,2471.43,77506.6
Croatia,HRV,2022-10-15,2666.09,54529
Croatia,HRV,2022-11-15,1856.9,18182.9
Croatia,HRV,2022-12-15,1980.44,16353
Croatia,HRV,2023-01-15,1973.79,14580.8
Croatia,HRV,2023-02-15,1758.06,13745.3
Croatia,HRV,2023-03-15,2169.37,19887.5
Cuba,CUB,2019-01-15,1122.87,115675
Cuba,CUB,2019-02-15,937.11,110628
Cuba,CUB,2019-03-15,938.181,112243
Cuba,CUB,2019-04-15,880.483,107882
Cuba,CUB,2019-05-15,968.077,88236
Cuba,CUB,2019-06-15,598.059,81374.1
Cuba,CUB,2019-07-15,1009.09,86532.6
Cuba,CUB,2019-08-15,610.347,85485.8
Cuba,CUB,2019-09-15,924.588,73859.8
Cuba,CUB,2019-10-15,1172.49,79207.3
Cuba,CUB,2019-11-15,228.929,101509
Cuba,CUB,2019-12-15,266.199,127264
Cuba,CUB,2020-01-15,493.464,121570
Cuba,CUB,2020-02-15,514.186,111945
Cuba,CUB,2020-03-15,381.68,92709.1
Cuba,CUB,2020-04-15,7.37829,2708.48
Cuba,CUB,2020-11-15,53.8256,12139.4
Cuba,CUB,2021-02-15,149.2,13807.8
Cuba,CUB,2021-03-15,221.323,11900
Cuba,CUB,2021-04-15,130.55,14437.5
Cuba,CUB,2021-05-15,166.455,18724.8
Cuba,CUB,2021-06-15,129.465,23176.9
Cuba,CUB,2021-07-15,571.927,25258.2
Cuba,CUB,2021-08-15,108.493,19830.2
Cuba,CUB,2021-09-15,86.2588,16261.3
Cuba,CUB,2021-10-15,27.7824,21754.9
Cuba,CUB,2021-11-15,98.4376,28225.6
Cuba,CUB,2021-12-15,79.8689,47783.6
Cuba,CUB,2022-01-15,511.525,56278.4
Cuba,CUB,2022-02-15,398.554,47394
Cuba,CUB,2022-03-15,183.48,42453
Cuba,CUB,2022-04-15,126.542,40660.5
Cuba,CUB,2022-05-15,317.203,39635.7
Cuba,CUB,2022-06-15,365.472,49672.4
Cuba,CUB,2022-07-15,184.304,50481.6
Cuba,CUB,2022-08-15,247.213,45905
Cuba,CUB,2022-09-15,205.166,39722.1
Cuba,CUB,2022-10-15,92.3556,43760.4
Cuba,CUB,2022-11-15,446.667,54284
Cuba,CUB,2022-12-15,690.049,67681.9
Cuba,CUB,2023-01-15,624.007,72089.6
Cuba,CUB,2023-02-15,381.775,64468
Cuba,CUB,2023-03-15,443.392,70266.1
Cuba,CUB,2020-05-15,,2074.41
Cuba,CUB,2020-06-15,,3222.09
Cuba,CUB,2020-07-15,,3375.59
Cuba,CUB,2020-08-15,,4379.65
Cuba,CUB,2020-09-15,,3389.94
Cuba,CUB,2020-10-15,,3564.99
Cuba,CUB,2020-12-15,,25128.9
Cuba,CUB,2021-01-15,,20115
Cyprus,CYP,2019-01-15,7.64752,46832.2
Cyprus,CYP,2019-02-15,3.9339,44571.7
Cyprus,CYP,2019-03-15,2.6226,50581.6
Cyprus,CYP,2019-04-15,2.6226,83025.3
Cyprus,CYP,2019-05-15,7.40774,104340
Cyprus,CYP,2019-07-15,6.53812,122643
Cyprus,CYP,2019-08-15,2.6226,120853
Cyprus,CYP,2019-09-15,2.6226,114589
Cyprus,CYP,2019-10-15,216.492,108746
Cyprus,CYP,2019-11-15,5.50533,64795.3
Cyprus,CYP,2019-12-15,6.21869,55521.5
Cyprus,CYP,2020-01-15,3.9339,54955.1
Cyprus,CYP,2020-02-15,3.9339,50501.5
Cyprus,CYP,2020-03-15,2.6226,34541.7
Cyprus,CYP,2020-05-15,5.2452,2626.78
Cyprus,CYP,2020-06-15,5.2452,6190.71
Cyprus,CYP,2020-07-15,5.2452,29319.3
Cyprus,CYP,2020-08-15,10.6936,44118.6
Cyprus,CYP,2020-09-15,2.6226,41175.1
Cyprus,CYP,2020-10-15,15.7356,34582.9
Cyprus,CYP,2020-11-15,5.2452,15483.4
Cyprus,CYP,2020-12-15,9.17909,13321.5
Cyprus,CYP,2021-01-15,7.92533,10237.3
Cyprus,CYP,2021-02-15,3.11068,8774.88
Cyprus,CYP,2021-03-15,7.86779,11294.8
Cyprus,CYP,2021-04-15,6.55649,17069
Cyprus,CYP,2021-05-15,22.2921,30215.8
Cyprus,CYP,2021-06-15,11.8017,45856.9
Cyprus,CYP,2021-07-15,40.0228,68085
Cyprus,CYP,2021-08-15,58.3645,83897.3
Cyprus,CYP,2021-09-15,14.8079,84128
Cyprus,CYP,2021-10-15,44.3836,93751
Cyprus,CYP,2021-11-15,15.9076,55352.5
Cyprus,CYP,2021-12-15,10.4904,47370.2
Cyprus,CYP,2022-01-15,23.6034,37542.8
Cyprus,CYP,2022-02-15,32.7825,34441.9
Cyprus,CYP,2022-03-15,34.8931,45613.3
Cyprus,CYP,2022-04-15,43.7931,71067.4
Cyprus,CYP,2022-05-15,92.4854,86477.4
Cyprus,CYP,2022-06-15,29.3321,100650
Cyprus,CYP,2022-07-15,41.6507,98850.2
Cyprus,CYP,2022-08-15,32.3656,100991
Cyprus,CYP,2022-09-15,25.8475,96671.4
Cyprus,CYP,2022-10-15,57.6624,97506.2
Cyprus,CYP,2022-11-15,15.7172,55372.1
Cyprus,CYP,2022-12-15,6.55649,49793.4
Cyprus,CYP,2023-01-15,5.23157,48351.8
Cyprus,CYP,2023-02-15,10.4904,44973.3
Cyprus,CYP,2023-03-15,9.17909,57773.2
Cyprus,CYP,2019-06-15,,115219
Cyprus,CYP,2020-04-15,,1938.13
Czechia,CZE,2019-01-15,73.9558,81255.6
Czechia,CZE,2019-02-15,49.1783,73341.6
Czechia,CZE,2019-03-15,69.0177,78880
Czechia,CZE,2019-04-15,49.4731,96577.2
Czechia,CZE,2019-05-15,88.9488,115618
Czechia,CZE,2019-06-15,214.691,140590
Czechia,CZE,2019-07-15,168.613,152486
Czechia,CZE,2019-08-15,169.792,152664
Czechia,CZE,2019-09-15,159.833,144094
Czechia,CZE,2019-10-15,170.369,123126
Czechia,CZE,2019-11-15,106.868,92175.4
Czechia,CZE,2019-12-15,132.119,96785.7
Czechia,CZE,2020-01-15,87.0566,87021.9
Czechia,CZE,2020-02-15,104.95,75197.6
Czechia,CZE,2020-03-15,103.854,46534.8
Czechia,CZE,2020-04-15,80.9709,8815.55
Czechia,CZE,2020-05-15,105.132,7764.47
Czechia,CZE,2020-06-15,98.7163,8159.26
Czechia,CZE,2020-07-15,147.873,25085.9
Czechia,CZE,2020-08-15,190.203,34452.6
Czechia,CZE,2020-09-15,153.991,28998.1
Czechia,CZE,2020-10-15,3681.55,21183.4
Czechia,CZE,2020-11-15,2799.43,15367.7
Czechia,CZE,2020-12-15,2928.5,17831.2
Czechia,CZE,2021-01-15,1756.19,14710
Czechia,CZE,2021-02-15,2216.27,12985.5
Czechia,CZE,2021-03-15,4535.26,16911.2
Czechia,CZE,2021-04-15,3955.66,18945.6
Czechia,CZE,2021-05-15,4348.52,26598.8
Czechia,CZE,2021-06-15,5293.47,39266
Czechia,CZE,2021-07-15,4448.34,55449.2
Czechia,CZE,2021-08-15,5348.31,57807.9
Czechia,CZE,2021-09-15,6175.56,57154.7
Czechia,CZE,2021-10-15,4575.37,50588.5
Czechia,CZE,2021-11-15,3389.63,47515.8
Czechia,CZE,2021-12-15,2103.84,50770.3
Czechia,CZE,2022-01-15,2208.9,40463.3
Czechia,CZE,2022-02-15,2073.13,36884.3
Czechia,CZE,2022-03-15,3953.2,48654
Czechia,CZE,2022-04-15,3704.03,59342.8
Czechia,CZE,2022-05-15,4412.05,66680.3
Czechia,CZE,2022-06-15,5145.09,87388.5
Czechia,CZE,2022-07-15,4471.19,92563.6
Czechia,CZE,2022-08-15,4136.42,90561.5
Czechia,CZE,2022-09-15,4351.03,81428.7
Czechia,CZE,2022-10-15,3567.34,68819.2
Czechia,CZE,2022-11-15,2575.35,53903.3
Czechia,CZE,2022-12-15,1876.91,56591.2
Czechia,CZE,2023-01-15,2097.27,47832.9
Czechia,CZE,2023-02-15,2665.23,45217.6
Czechia,CZE,2023-03-15,4190.14,59837.6
Democratic Republic of Congo,COD,2019-01-15,987.165,9802.58
Democratic Republic of Congo,COD,2019-02-15,1273.5,8765.62
Democratic Republic of Congo,COD,2019-03-15,961.546,9761.67
Democratic Republic of Congo,COD,2019-04-15,227.882,11614.8
Democratic Republic of Congo,COD,2019-05-15,1322.42,12860.7
Democratic Republic of Congo,COD,2019-06-15,989.715,12915.5
Democratic Republic of Congo,COD,2019-07-15,794.751,14845.1
Democratic Republic of Congo,COD,2019-08-15,1533.59,14205.1
Democratic Republic of Congo,COD,2019-09-15,1750.23,13808.8
Democratic Republic of Congo,COD,2019-10-15,2102.74,14571.6
Democratic Republic of Congo,COD,2019-11-15,1307.01,13874
Democratic Republic of Congo,COD,2019-12-15,1533.83,13676.3
Democratic Republic of Congo,COD,2020-01-15,776.013,14699.4
Democratic Republic of Congo,COD,2020-02-15,967.12,14054.3
Democratic Republic of Congo,COD,2020-03-15,708.995,9272.68
Democratic Republic of Congo,COD,2020-04-15,5.62877,1894.67
Democratic Republic of Congo,COD,2020-05-15,5.62877,1437.88
Democratic Republic of Congo,COD,2020-06-15,5.62877,1366.39
Democratic Republic of Congo,COD,2020-07-15,11.4943,3851.56
Democratic Republic of Congo,COD,2020-08-15,307.938,6783
Democratic Republic of Congo,COD,2020-09-15,218.731,8750.5
Democratic Republic of Congo,COD,2020-10-15,251.314,9779
Democratic Republic of Congo,COD,2020-11-15,121.158,10134.6
Democratic Republic of Congo,COD,2020-12-15,709.599,10934.4
Democratic Republic of Congo,COD,2021-01-15,750.413,10966.5
Democratic Republic of Congo,COD,2021-02-15,780.903,9083.07
Democratic Republic of Congo,COD,2021-03-15,647.902,11283.5
Democratic Republic of Congo,COD,2021-04-15,797.485,11191.3
Democratic Republic of Congo,COD,2021-05-15,321.067,11050.9
Democratic Republic of Congo,COD,2021-06-15,123.319,12046.3
Democratic Republic of Congo,COD,2021-07-15,593.075,13710.5
Democratic Republic of Congo,COD,2021-08-15,1154.55,14092.6
Democratic Republic of Congo,COD,2021-09-15,1166.88,13371.5
Democratic Republic of Congo,COD,2021-10-15,968.507,14510.1
Democratic Republic of Congo,COD,2021-11-15,108.741,14243.5
Democratic Republic of Congo,COD,2021-12-15,288.753,14009.7
Democratic Republic of Congo,COD,2022-01-15,641.347,14920.5
Democratic Republic of Congo,COD,2022-02-15,186.948,13423.3
Democratic Republic of Congo,COD,2022-03-15,412.797,16360.2
Democratic Republic of Congo,COD,2022-04-15,730.789,15941.1
Democratic Republic of Congo,COD,2022-05-15,773.71,16172
Democratic Republic of Congo,COD,2022-06-15,298.681,17387.9
Democratic Republic of Congo,COD,2022-09-15,265.375,17383.8
Democratic Republic of Congo,COD,2022-10-15,171.747,18293.8
Democratic Republic of Congo,COD,2022-11-15,261.493,16450.3
Democratic Republic of Congo,COD,2022-12-15,164.133,15912.1
Democratic Republic of Congo,COD,2022-07-15,,17740.9
Democratic Republic of Congo,COD,2022-08-15,,18385.9
Democratic Republic of Congo,COD,2023-01-15,,16545
Democratic Republic of Congo,COD,2023-02-15,,14378.4
Democratic Republic of Congo,COD,2023-03-15,,16804.7
Denmark,DNK,2019-01-15,12487.5,221605
Denmark,DNK,2019-02-15,11197.9,206548
Denmark,DNK,2019-03-15,10747.2,218080
Denmark,DNK,2019-04-15,13559.9,226942
Denmark,DNK,2019-05-15,14546.8,241595
Denmark,DNK,2019-06-15,15405,258640
Denmark,DNK,2019-07-15,15859.4,278870
Denmark,DNK,2019-08-15,16386.5,267486
Denmark,DNK,2019-09-15,14223,245955
Denmark,DNK,2019-10-15,14113.2,245916
Denmark,DNK,2019-11-15,12278.3,202043
Denmark,DNK,2019-12-15,11850.9,201338
Denmark,DNK,2020-01-15,12427.2,208905
Denmark,DNK,2020-02-15,10138.9,194133
Denmark,DNK,2020-03-15,7445.27,124731
Denmark,DNK,2020-04-15,881.925,12827.1
Denmark,DNK,2020-05-15,1312.42,14800.1
Denmark,DNK,2020-06-15,4930.03,23994.3
Denmark,DNK,2020-07-15,9886.55,59542.5
Denmark,DNK,2020-08-15,10212.1,70967.4
Denmark,DNK,2020-09-15,9586.15,71345.3
Denmark,DNK,2020-10-15,11049,70153.5
Denmark,DNK,2020-11-15,8114.62,53377.9
Denmark,DNK,2020-12-15,7162.76,51370.2
Denmark,DNK,2021-01-15,5592.77,44666.4
Denmark,DNK,2021-02-15,5207.64,39768.5
Denmark,DNK,2021-03-15,7285.2,50176.8
Denmark,DNK,2021-04-15,8038.52,50391.4
Denmark,DNK,2021-05-15,9644.49,60381.8
Denmark,DNK,2021-06-15,12065,81875.7
Denmark,DNK,2021-07-15,14536.5,135158
Denmark,DNK,2021-08-15,15796,137633
Denmark,DNK,2021-09-15,15958.1,137107
Denmark,DNK,2021-10-15,15370.6,148944
Denmark,DNK,2021-11-15,14083.5,132974
Denmark,DNK,2021-12-15,12426.1,139995
Denmark,DNK,2022-01-15,11076.1,124717
Denmark,DNK,2022-02-15,8547.45,115931
Denmark,DNK,2022-03-15,14004.1,140660
Denmark,DNK,2022-04-15,15842.3,170319
Denmark,DNK,2022-05-15,17805.7,179940
Denmark,DNK,2022-06-15,24257.5,184349
Denmark,DNK,2022-07-15,18155.5,194710
Denmark,DNK,2022-08-15,19961.4,202302
Denmark,DNK,2022-09-15,18531.2,189485
Denmark,DNK,2022-10-15,16241,193312
Denmark,DNK,2022-11-15,14243.3,150422
Denmark,DNK,2022-12-15,13430.5,150232
Denmark,DNK,2023-01-15,14416.7,148590
Denmark,DNK,2023-02-15,12974.8,140127
Denmark,DNK,2023-03-15,16797.5,168895
Djibouti,DJI,2019-01-15,,4058.23
Djibouti,DJI,2019-02-15,,3092.28
Djibouti,DJI,2019-03-15,,3608.14
Djibouti,DJI,2019-04-15,,3066.01
Djibouti,DJI,2019-05-15,,3565.13
Djibouti,DJI,2019-06-15,,3822.74
Djibouti,DJI,2019-07-15,,3876.46
Djibouti,DJI,2019-08-15,,3890.44
Djibouti,DJI,2019-09-15,,4185.07
Djibouti,DJI,2019-10-15,,3887.77
Djibouti,DJI,2019-11-15,,4308.23
Djibouti,DJI,2019-12-15,,4668.15
Djibouti,DJI,2020-01-15,,4722.01
Djibouti,DJI,2020-02-15,,4274.72
Djibouti,DJI,2020-03-15,,2290
Djibouti,DJI,2020-05-15,,326.201
Djibouti,DJI,2020-06-15,,459.81
Djibouti,DJI,2020-07-15,,1005.97
Djibouti,DJI,2020-08-15,,1824.58
Djibouti,DJI,2020-09-15,,2222
Djibouti,DJI,2020-10-15,,2752.02
Djibouti,DJI,2020-11-15,,2418.55
Djibouti,DJI,2020-12-15,,2591.68
Djibouti,DJI,2021-01-15,,2601.97
Djibouti,DJI,2021-02-15,,2234.03
Djibouti,DJI,2021-03-15,,2629.19
Djibouti,DJI,2021-04-15,,3124.52
Djibouti,DJI,2021-05-15,,3051.15
Djibouti,DJI,2021-06-15,,3073.62
Djibouti,DJI,2021-07-15,,3616.04
Djibouti,DJI,2021-08-15,,3126.44
Djibouti,DJI,2021-09-15,,2871.59
Djibouti,DJI,2021-10-15,,3401.6
Djibouti,DJI,2021-11-15,,3624.37
Djibouti,DJI,2021-12-15,,3997.58
Djibouti,DJI,2022-01-15,,4071.31
Djibouti,DJI,2022-02-15,,3335.12
Djibouti,DJI,2022-03-15,,3751.16
Djibouti,DJI,2022-04-15,,2410.69
Djibouti,DJI,2022-05-15,,2644.21
Djibouti,DJI,2022-06-15,,1840.19
Djibouti,DJI,2022-07-15,,2990.12
Djibouti,DJI,2022-08-15,,2560.11
Djibouti,DJI,2022-09-15,,2445.88
Djibouti,DJI,2022-10-15,,2136.25
Djibouti,DJI,2022-11-15,,2176.32
Djibouti,DJI,2022-12-15,,2035.87
Djibouti,DJI,2023-01-15,,1927.52
Djibouti,DJI,2023-02-15,,1957.01
Djibouti,DJI,2023-03-15,,2494.77
Dominica,DMA,2019-01-15,0.0511458,417.945
Dominica,DMA,2019-03-15,0.0443358,388.71
Dominica,DMA,2019-05-15,0.179799,392.636
Dominica,DMA,2019-08-15,0.332516,414.558
Dominica,DMA,2020-02-15,0.360905,457.642
Dominica,DMA,2020-08-15,1.77874,253.373
Dominica,DMA,2020-09-15,0.88937,243.441
Dominica,DMA,2020-10-15,3.55748,239.121
Dominica,DMA,2020-11-15,0.88937,433.48
Dominica,DMA,2021-07-15,1.77874,414.735
Dominica,DMA,2021-09-15,1.77874,298.605
Dominica,DMA,2021-10-15,5.52753,337.392
Dominica,DMA,2021-11-15,1.77874,661.631
Dominica,DMA,2021-12-15,2.66811,461.836
Dominica,DMA,2022-01-15,1.45707,820.997
Dominica,DMA,2022-02-15,3.2158,530.19
Dominica,DMA,2022-03-15,0.5677,700.729
Dominica,DMA,2022-04-15,0.992721,1083.02
Dominica,DMA,2022-05-15,3.60089,782.582
Dominica,DMA,2022-06-15,0.395164,242.798
Dominica,DMA,2022-11-15,0.32035,786.682
Dominica,DMA,2023-01-15,0.632161,618.718
Dominica,DMA,2023-02-15,0.30417,537.088
Dominica,DMA,2023-03-15,0.28385,572.464
Dominica,DMA,2019-02-15,,354.657
Dominica,DMA,2019-04-15,,391.351
Dominica,DMA,2019-06-15,,387.476
Dominica,DMA,2019-07-15,,431.626
Dominica,DMA,2019-09-15,,297.596
Dominica,DMA,2019-10-15,,407.234
Dominica,DMA,2019-11-15,,439.449
Dominica,DMA,2019-12-15,,538.63
Dominica,DMA,2020-01-15,,476.62
Dominica,DMA,2020-03-15,,364.466
Dominica,DMA,2020-04-15,,143.764
Dominica,DMA,2020-05-15,,96.034
Dominica,DMA,2020-06-15,,144.833
Dominica,DMA,2020-07-15,,127.979
Dominica,DMA,2020-12-15,,292.551
Dominica,DMA,2021-01-15,,222.895
Dominica,DMA,2021-02-15,,316.323
Dominica,DMA,2021-03-15,,316.378
Dominica,DMA,2021-04-15,,348.951
Dominica,DMA,2021-05-15,,434.508
Dominica,DMA,2021-06-15,,484.966
Dominica,DMA,2021-08-15,,357.023
Dominica,DMA,2022-07-15,,769.836
Dominica,DMA,2022-08-15,,909.913
Dominica,DMA,2022-09-15,,634.312
Dominica,DMA,2022-10-15,,808.64
Dominica,DMA,2022-12-15,,802.538
Dominican Republic,DOM,2019-01-15,138.045,182217
Dominican Republic,DOM,2019-02-15,181.178,166259
Dominican Republic,DOM,2019-03-15,315.501,175050
Dominican Republic,DOM,2019-04-15,297.808,165732
Dominican Republic,DOM,2019-05-15,281.003,142172
Dominican Republic,DOM,2019-06-15,291.993,151651
Dominican Republic,DOM,2019-07-15,323.442,168532
Dominican Republic,DOM,2019-08-15,353.662,156948
Dominican Republic,DOM,2019-09-15,311.805,118994
Dominican Republic,DOM,2019-10-15,286.98,113784
Dominican Republic,DOM,2019-11-15,384.957,145249
Dominican Republic,DOM,2019-12-15,266.952,199743
Dominican Republic,DOM,2020-01-15,222.882,195271
Dominican Republic,DOM,2020-02-15,226.939,173742
Dominican Republic,DOM,2020-03-15,294.357,133149
Dominican Republic,DOM,2020-04-15,12.7437,4443.64
Dominican Republic,DOM,2020-05-15,70.4718,9188.23
Dominican Republic,DOM,2020-06-15,89.7096,9628.51
Dominican Republic,DOM,2020-07-15,166.868,43635.7
Dominican Republic,DOM,2020-08-15,92.4157,44347.5
Dominican Republic,DOM,2020-09-15,102.593,36817.8
Dominican Republic,DOM,2020-10-15,3771.5,42816.6
Dominican Republic,DOM,2020-11-15,3859.14,53843.5
Dominican Republic,DOM,2020-12-15,7428.32,92626.4
Dominican Republic,DOM,2021-01-15,4577.14,102457
Dominican Republic,DOM,2021-02-15,3689.99,86826.1
Dominican Republic,DOM,2021-03-15,3788.11,100868
Dominican Republic,DOM,2021-04-15,4100.89,102909
Dominican Republic,DOM,2021-05-15,2819.59,104097
Dominican Republic,DOM,2021-06-15,1760.19,112705
Dominican Republic,DOM,2021-07-15,2083.41,126025
Dominican Republic,DOM,2021-08-15,3593.63,127739
Dominican Republic,DOM,2021-09-15,2008.15,111809
Dominican Republic,DOM,2021-10-15,3339.12,128348
Dominican Republic,DOM,2021-11-15,1060.12,159565
Dominican Republic,DOM,2021-12-15,3191.98,200481
Dominican Republic,DOM,2022-01-15,1256.22,202905
Dominican Republic,DOM,2022-02-15,2739.31,173650
Dominican Republic,DOM,2022-03-15,4072.52,181092
Dominican Republic,DOM,2022-04-15,2417.18,158395
Dominican Republic,DOM,2022-05-15,3373.2,135828
Dominican Republic,DOM,2022-06-15,190.776,107624
Dominican Republic,DOM,2022-07-15,3838.57,156789
Dominican Republic,DOM,2022-08-15,1110.14,154792
Dominican Republic,DOM,2022-09-15,2738.54,121862
Dominican Republic,DOM,2022-10-15,6352.36,127412
Dominican Republic,DOM,2022-11-15,3557.22,145772
Dominican Republic,DOM,2022-12-15,1808.77,175358
Dominican Republic,DOM,2023-01-15,1647.36,178881
Dominican Republic,DOM,2023-02-15,4056.75,155620
Dominican Republic,DOM,2023-03-15,2835.46,174586
Ecuador,ECU,2019-01-15,15725.3,53674.6
